<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
的	8544
国	4733
中	2942
一	2448
是	2304
和	2153
在	2125
人	1847
有	1623
了	1563
会	1521
发	1480
不	1445
要	1442
大	1407
对	1400
作	1257
民	1211
为	1179
政	1143
美	1083
经	1076
展	1052
关	1045
年	1032
这	1012
进	976
行	949
主	946
方	931
出	916
个	907
上	891
重	862
实	854
来	844
我	825
地	820
两	808
以	800
新	798
他	789
问	775
全	769
力	769
台	761
家	761
成	745
部	738
系	736
们	735
合	733
法	730
表	726
同	708
说	705
与	705
现	688
事	676
到	673
加	663
日	661
军	639
业	639
定	629
题	625
时	624
本	620
济	606
战	597
于	593
工	583
强	571
理	569
分	566
能	565
将	558
开	557
也	555
党	554
制	548
建	547
代	542
动	539
就	536
0	528
高	525
多	525
面	524
前	522
世	521
化	519
社	516
导	512
好	509
湾	503
领	503
统	492
各	484
机	483
外	478
生	477
持	476
利	474
之	469
自	469
1	466
议	465
平	462
长	459
十	457
提	456
共	456
度	451
员	450
后	450
基	436
当	432
意	430
过	428
得	428
此	424
用	421
义	417
下	416
可	412
三	412
应	412
府	409
次	391
正	388
其	388
权	386
产	385
改	384
总	383
所	379
今	373
立	372
而	372
区	372
已	371
决	370
交	370
体	368
还	363
界	362
入	360
务	356
保	356
任	356
认	355
教	355
向	354
示	352
者	351
设	350
资	344
都	343
场	342
些	342
际	342
明	341
解	340
学	339
月	335
治	331
性	329
公	329
9	326
调	324
信	322
内	322
市	320
2	319
但	316
间	311
势	310
并	307
等	306
步	306
华	306
目	305
指	305
心	304
安	303
相	302
访	302
最	301
西	300
反	300
从	293
期	292
组	291
取	287
着	285
种	285
使	280
委	280
策	278
天	277
必	277
二	277
海	277
通	276
更	276
结	270
争	269
论	268
特	268
增	267
思	266
第	265
江	264
历	263
求	262
坚	260
联	259
如	256
局	255
原	255
报	254
北	254
去	254
因	252
然	251
文	250
深	249
情	248
程	247
企	247
技	246
科	246
五	246
李	244
想	243
谈	243
斯	243
达	242
双	241
位	240
布	240
则	240
推	239
计	238
道	236
革	234
干	234
防	232
支	229
活	228
及	227
友	227
金	226
施	225
条	225
克	225
纪	225
记	225
贸	221
件	221
亚	220
水	219
规	218
益	218
起	217
果	214
极	213
量	212
受	212
九	212
京	211
看	211
点	210
史	209
形	208
续	207
举	206
管	206
席	205
泽	203
造	200
略	200
由	199
护	199
没	198
放	198
把	197
接	197
农	197
功	197
话	197
队	196
门	195
只	194
5	194
望	194
无	194
育	193
式	192
术	191
织	190
样	189
东	189
常	188
俄	187
完	187
项	186
团	186
变	186
须	184
识	184
近	183
至	182
视	182
首	182
确	181
根	181
协	181
族	180
稳	180
空	179
质	179
处	179
整	178
岸	178
备	178
南	175
见	175
断	173
才	173
划	172
参	171
继	169
朝	168
电	167
什	165
据	165
小	164
责	163
级	162
别	161
打	161
严	160
子	159
3	159
切	159
先	158
约	158
希	158
广	156
商	155
维	155
难	154
观	154
武	153
非	153
构	153
何	152
很	152
4	152
域	151
选	151
研	150
感	149
巴	149
境	149
效	149
未	149
四	149
越	148
众	148
院	148
案	148
影	148
做	147
6	146
响	146
志	145
具	145
直	145
努	145
尔	145
积	144
快	144
互	142
传	142
息	141
标	141
需	141
况	141
律	141
陆	140
创	140
讲	140
善	140
投	140
再	139
环	138
拉	137
独	137
流	136
易	136
少	136
该	136
港	135
弹	135
证	133
名	133
7	133
己	133
专	132
元	132
回	130
数	129
集	129
给	129
始	129
愿	129
朱	128
真	128
充	127
言	127
础	127
段	125
准	125
轮	125
手	125
8	125
口	125
采	125
比	124
神	124
器	123
许	123
里	123
飞	122
央	122
转	122
路	122
罗	122
源	121
承	120
官	119
命	118
办	118
知	118
又	117
容	117
品	116
依	116
运	116
洲	116
究	115
收	115
态	115
斗	115
存	114
司	114
张	113
马	113
监	112
祖	111
致	111
被	111
精	111
演	110
终	110
击	110
宣	110
香	109
普	109
财	109
促	109
往	108
边	108
告	107
习	107
百	106
远	106
扩	106
措	106
球	105
网	105
亿	105
清	105
省	105
注	105
职	104
随	103
列	103
消	103
供	103
威	103
批	103
藏	103
层	102
欧	102
印	102
预	101
几	101
满	101
挥	100
八	100
德	100
林	99
带	99
么	99
察	99
价	99
引	99
士	99
风	99
书	99
良	99
装	97
鲜	97
素	97
失	96
速	96
判	95
万	95
待	95
核	94
负	94
优	94
群	94
酞	94
突	93
身	93
头	93
走	92
七	91
显	91
那	91
复	90
土	90
烈	90
查	90
落	90
紧	89
曾	88
阿	88
验	87
周	87
评	87
范	87
陈	87
岛	87
仅	85
营	85
贯	85
竞	84
格	84
兵	84
督	83
王	82
包	82
破	82
兴	82
单	82
阶	81
半	81
即	81
称	81
融	81
声	81
它	80
考	80
顿	80
类	80
执	80
修	79
六	79
热	79
予	78
否	78
城	78
审	78
伊	78
障	78
副	78
派	78
老	78
模	78
或	78
害	78
服	77
请	77
助	77
费	77
航	76
连	76
线	76
署	76
色	75
犯	75
税	75
抓	75
除	75
仍	75
较	74
鹏	74
迎	74
富	73
值	73
践	73
千	73
绝	73
尽	73
困	73
英	72
韩	72
换	71
气	71
象	71
率	71
述	71
限	71
盟	71
针	71
刻	71
括	70
图	70
败	70
登	70
巨	70
夫	70
遇	69
字	69
裂	69
减	69
照	68
练	68
警	68
物	68
危	68
邪	68
村	67
训	67
健	67
彻	67
伟	67
涉	67
担	66
欢	66
山	65
章	65
罪	65
足	65
辉	65
且	64
届	64
险	64
围	64
闻	64
坦	64
止	63
车	62
讨	62
初	62
念	62
算	62
早	62
培	62
亲	61
卫	61
校	61
抗	61
脑	61
密	61
检	60
搞	60
你	59
献	59
获	59
驻	59
够	59
控	59
n	59
让	58
火	58
趋	58
光	57
谢	57
型	57
白	57
令	57
离	56
荣	56
舰	56
尼	56
谊	56
答	55
甚	55
赖	55
适	55
挑	55
久	54
虽	54
均	54
升	54
m	54
午	53
股	53
康	53
逐	53
却	53
宗	53
镕	53
御	53
邦	52
钱	52
按	52
每	52
景	52
谋	52
临	52
束	52
d	52
扁	52
底	51
奥	51
繁	51
键	51
诺	51
冲	51
胡	51
谓	50
贡	50
迫	50
序	50
福	50
尊	49
缺	49
申	49
节	49
络	49
赞	49
伙	49
候	48
既	48
试	48
青	48
留	48
符	47
爱	47
状	47
配	47
露	47
冷	47
潜	46
损	46
属	46
顺	46
激	46
低	46
靠	46
某	46
占	46
违	46
t	46
疑	46
侵	45
额	45
守	45
养	45
晤	45
例	45
媒	45
星	45
另	44
置	44
客	44
固	44
裁	44
售	44
诚	44
古	44
胜	43
召	43
探	43
雄	43
祝	43
款	43
澳	42
轻	42
端	42
州	42
住	42
伴	42
敌	41
付	41
永	41
师	41
站	41
刚	41
途	41
择	41
介	41
排	41
腐	41
恶	41
退	40
索	40
私	40
霸	40
庆	40
泛	40
洪	40
侦	40
签	40
归	39
劳	39
毒	39
抵	39
石	39
份	39
射	38
触	38
纳	38
扬	38
河	38
透	38
杂	38
锦	38
峡	38
听	37
乎	37
拥	37
旁	37
兰	37
跨	37
攻	37
胁	37
坏	37
避	37
胞	37
虑	37
脱	37
便	37
游	37
超	37
智	36
她	36
料	36
遍	36
补	36
债	36
怎	36
追	36
贫	35
压	35
票	35
琛	35
启	35
析	34
居	34
征	34
花	34
卡	34
盾	34
唐	34
诉	34
遭	34
右	34
角	34
县	34
乐	34
暴	34
绍	34
涛	34
邻	34
草	33
停	33
疆	33
典	33
勒	33
悉	33
购	33
o	33
座	33
综	33
吴	33
眼	33
死	33
粮	32
儿	32
银	32
差	32
降	32
田	32
编	32
呼	32
室	32
盛	32
免	32
剧	32
坛	32
零	32
洋	32
秀	31
币	31
赢	31
托	31
宪	31
伤	31
镇	31
借	31
救	31
波	31
距	30
黑	30
径	30
讯	30
故	30
龙	30
苦	30
若	30
纷	30
邀	30
灾	30
食	29
鼓	29
晚	29
硬	29
幕	29
折	29
w	29
怀	29
弃	29
允	29
急	29
课	29
亡	29
野	29
乌	29
女	28
架	28
塔	28
弱	28
幅	28
余	28
萨	28
背	28
招	28
握	28
帮	28
遵	28
贵	28
乱	28
矿	28
短	28
假	28
移	28
汇	27
绩	27
宝	27
邓	27
履	27
旅	27
奋	27
歧	27
测	27
舆	27
阻	27
振	27
沿	27
似	27
杰	27
姆	26
沙	26
袭	26
艰	26
温	26
拒	26
宏	26
号	26
铁	26
迷	26
禁	26
馆	26
厦	26
尚	26
仪	26
买	26
撞	26
鲍	26
矛	25
误	25
刑	25
朗	25
乏	25
曲	25
伍	25
衡	25
找	25
油	25
丰	25
瑞	25
伯	25
艇	25
圆	25
延	25
炸	25
璇	25
潮	25
─	25
母	25
妥	25
乡	24
聚	24
孙	24
散	24
享	24
尤	24
班	24
释	24
病	24
庭	24
恐	24
订	24
纲	24
援	24
杀	24
莫	24
秩	24
寻	24
摆	23
岁	23
像	23
宁	23
惠	23
错	23
巩	23
昨	23
云	23
肯	23
货	23
映	23
p	23
拟	23
味	23
醒	23
觉	23
泰	23
喜	23
赏	23
炮	23
哈	23
版	22
贺	22
灭	22
载	22
渡	22
苏	22
渐	22
竟	22
奉	22
阁	22
库	22
顾	22
米	22
封	22
迟	22
恢	22
拜	21
污	21
吉	21
殊	21
衷	21
迅	21
替	21
播	21
缓	21
辩	21
写	21
截	21
送	21
医	21
拓	21
震	21
瓦	21
赵	21
拔	21
扎	21
软	21
侨	21
销	20
静	20
刘	20
廉	20
毛	20
左	20
异	20
虚	20
伐	20
户	20
牌	20
倡	20
倒	20
湖	20
森	19
毁	19
细	19
愤	19
春	19
吸	19
卿	19
哪	19
奇	19
吁	19
松	19
掌	19
授	19
雷	19
含	19
怕	19
呢	19
贷	19
愈	19
痴	19
睦	19
夏	19
唯	19
洛	19
遗	19
赴	19
廷	19
耶	19
残	18
忧	18
杨	18
励	18
跟	18
辞	18
扰	18
碍	18
读	18
惊	18
翻	18
祗	18
录	18
岗	18
熟	18
黄	18
塞	18
菲	18
旦	18
红	18
暂	18
吕	18
父	18
泉	18
叙	18
骗	18
沉	18
川	17
卖	17
套	17
婚	17
赫	17
谁	17
岚	17
阔	17
扶	17
估	17
音	17
输	17
楚	17
鲁	17
染	17
鉴	17
莲	17
幸	17
浩	17
园	17
钟	16
忠	16
黎	16
跃	16
吗	16
洁	16
哥	16
皮	16
劲	16
磋	16
拖	16
厚	16
圣	16
兼	16
拿	16
懈	16
倍	16
血	16
旗	16
玉	16
c	16
频	16
彼	16
戴	15
材	15
礼	15
储	15
诸	15
敏	15
篇	15
博	15
捕	15
莱	15
隐	15
缩	15
巡	15
纸	15
旧	15
循	15
惕	15
番	15
朋	15
艺	15
概	15
累	15
吃	15
拦	15
木	15
阵	15
驱	15
煤	15
搜	15
末	14
勤	14
辛	14
筹	14
赛	14
罚	14
简	14
割	14
歪	14
肃	14
摇	14
乃	14
哲	14
涵	14
厅	14
叶	14
董	14
覆	14
尉	14
绕	14
纠	14
峰	14
毫	14
药	14
惜	14
阳	14
纽	14
宴	14
a	14
迹	14
亦	14
缔	14
彩	14
汉	14
语	14
隆	14
壮	14
翼	14
奠	14
堂	13
烟	13
勇	13
歌	13
戏	13
沈	13
船	13
逃	13
季	13
码	13
灵	13
宫	13
倾	13
妇	13
片	13
阐	13
秘	13
裕	13
呈	13
牢	13
氛	13
削	13
峻	13
闹	13
悲	13
般	13
忘	13
宾	13
揭	13
树	13
词	13
○	13
耳	13
锁	13
忍	13
盖	13
痛	13
牺	13
牲	13
迈	13
柬	13
焚	13
悠	12
遏	12
横	12
慨	12
齐	12
凝	12
笔	12
厉	12
赤	12
徐	12
亏	12
欲	12
轰	12
穆	12
撤	12
蒙	12
植	12
旬	12
勃	12
舞	12
迁	11
戈	11
箱	11
圳	11
刺	11
贩	11
轨	11
袖	11
混	11
珍	11
吹	11
骨	11
耕	11
纯	11
偏	11
炼	11
姓	11
坐	11
r	11
抱	11
牙	11
浪	11
怖	11
贴	11
凡	11
蒂	11
迪	11
仰	11
摩	11
狂	11
梁	11
皇	11
帝	11
函	11
询	11
伦	11
奖	11
夜	11
s	11
麦	10
贝	10
敢	10
顶	10
暗	10
垄	10
磨	10
徒	10
丽	10
顽	10
毕	10
逼	10
辟	10
夕	10
捷	10
兑	10
递	10
慎	10
柱	10
童	10
夺	10
抛	10
谴	10
钢	10
冒	10
微	10
房	10
弟	10
贾	10
煌	10
附	10
胆	10
框	10
驾	10
隔	10
沃	10
i	10
玺	10
废	10
枪	10
b	10
秋	10
诞	10
操	10
圈	10
忽	10
役	10
衍	10
闭	10
崇	10
脚	10
偿	10
您	10
爆	10
掉	10
丹	10
枚	10
陵	10
姻	10
券	10
绳	10
卓	10
句	10
坡	10
氏	9
恩	9
慧	9
箭	9
壁	9
妻	9
携	9
缴	9
穷	9
宽	9
肩	9
寄	9
押	9
厂	9
怪	9
餐	9
踏	9
赋	9
浙	9
貌	9
曹	9
猛	9
井	9
惯	9
誉	9
糊	9
杜	9
凌	9
●	9
艘	9
旨	9
逻	9
辑	9
迄	9
乘	9
凭	9
犹	9
牵	9
滋	9
晨	9
敬	9
冰	9
毅	9
辈	9
麻	9
板	9
歉	9
滩	9
肆	9
览	9
颇	9
纵	9
恨	9
丁	9
埔	9
e	9
勾	9
赶	9
雨	8
宋	8
雅	8
刊	8
锐	8
庞	8
敦	8
墨	8
佩	8
妄	8
劣	8
汰	8
乔	8
丝	8
伪	8
忆	8
汽	8
吨	8
雪	8
陪	8
谍	8
遣	8
辅	8
祥	8
跳	8
缘	8
荡	8
昌	8
圭	8
滨	8
剥	8
疏	8
渠	8
兹	8
逆	8
滞	8
睛	8
挝	8
碑	8
伞	8
桥	8
靖	8
阅	8
骤	8
挡	8
汗	8
陷	8
妙	8
捍	7
抢	7
旱	7
蓝	7
跑	7
蓄	7
挫	7
屡	7
谬	7
稿	7
肇	7
菜	7
慑	7
叫	7
衰	7
祸	7
瞩	7
嘴	7
淘	7
泄	7
霍	7
汪	7
店	7
帜	7
漫	7
册	7
荒	7
饱	7
偶	7
艾	7
踪	7
曼	7
尝	7
壤	7
唱	7
彰	7
俱	7
戒	7
绪	7
锋	7
奏	7
契	7
叔	7
邮	7
撒	7
奔	7
挂	7
津	7
辆	7
渗	7
沟	7
穿	7
嫌	7
娱	7
傅	7
郭	7
趣	7
卢	7
蓬	7
挠	7
僚	7
帕	7
耀	7
寨	7
诱	7
藉	7
惩	7
逞	7
妈	7
庄	7
恰	6
休	6
尖	6
漠	6
墓	6
洽	6
肉	6
肥	6
盘	6
g	6
喊	6
驳	6
蔡	6
炎	6
仁	6
陕	6
辜	6
患	6
琳	6
丧	6
堵	6
f	6
籍	6
晰	6
姐	6
冈	6
谷	6
梦	6
默	6
憾	6
扭	6
钻	6
堡	6
伸	6
魂	6
谨	6
伏	6
扮	6
楼	6
巧	6
孤	6
咨	6
俗	6
偷	6
鸣	6
添	6
惨	6
弘	6
勘	6
宇	6
租	6
嘉	6
殖	6
街	6
泥	6
宜	6
沪	6
披	6
弄	6
仇	6
荐	6
腾	6
潘	6
葡	6
涨	6
幻	6
吧	6
泊	6
泪	6
臣	5
凯	5
聪	5
旋	5
嫩	5
盐	5
吐	5
抑	5
姜	5
睹	5
篪	5
斤	5
抉	5
凤	5
搬	5
轿	5
汤	5
辖	5
昧	5
辽	5
兄	5
跌	5
玩	5
惑	5
诗	5
怨	5
骄	5
漏	5
甲	5
豪	5
薄	5
刷	5
屈	5
昭	5
姿	5
荷	5
扑	5
纺	5
浮	5
哀	5
滥	5
耻	5
锨	5
淡	5
逮	5
旺	5
拼	5
嚣	5
蒋	5
丑	5
稍	5
埃	5
颂	5
铺	5
掩	5
彭	5
恕	5
械	5
膨	5
胀	5
罢	5
懂	5
炭	5
欺	5
僵	5
颁	5
页	5
浓	5
硕	5
捞	5
佐	5
愉	5
涌	5
匈	5
驶	5
抬	5
宙	5
刀	5
怒	5
垒	5
扣	5
讼	5
忙	5
挖	5
佛	5
慰	5
饭	5
焰	5
缅	5
桑	5
卜	5
逊	5
悄	5
狠	5
芝	5
炒	5
贿	5
甘	5
棋	5
焦	4
仔	4
晶	4
蛮	4
脆	4
拍	4
皆	4
逾	4
h	4
梅	4
症	4
擅	4
猖	4
倪	4
龄	4
燃	4
蔽	4
恪	4
嘛	4
舍	4
铸	4
迭	4
抚	4
粉	4
阴	4
姚	4
戚	4
拭	4
傲	4
脸	4
尾	4
洞	4
淮	4
疾	4
浦	4
逢	4
谐	4
饮	4
陇	4
妹	4
冤	4
盼	4
烧	4
晓	4
寒	4
梵	4
摧	4
抽	4
裸	4
霜	4
挽	4
狱	4
疫	4
枢	4
谣	4
摸	4
拘	4
寺	4
杭	4
鱼	4
虞	4
润	4
屏	4
昂	4
悔	4
冠	4
拨	4
撑	4
稻	4
渊	4
烦	4
硝	4
朴	4
返	4
晋	4
牟	4
灿	4
烂	4
耗	4
悟	4
柏	4
搁	4
尸	4
叛	4
抨	4
佳	4
沦	4
牛	4
酷	4
歼	4
垮	4
鹰	4
弊	4
竭	4
衅	4
杉	4
矶	4
虎	4
丢	4
碰	4
辱	4
慈	4
茨	4
睐	4
姬	4
兆	4
漂	4
仗	4
颗	4
匹	4
瓜	4
芬	4
惟	4
玛	4
遥	4
桂	4
驭	4
棉	4
⑻	4
画	4
鬼	4
哭	4
彪	4
拆	4
帅	4
鞍	4
萧	4
泡	4
疗	4
咄	4
剩	3
灯	3
剂	3
闪	3
吞	3
盈	3
茂	3
罕	3
缉	3
獗	3
悼	3
盲	3
催	3
笼	3
慢	3
墙	3
亟	3
笑	3
擦	3
煽	3
骚	3
瞻	3
悬	3
揽	3
膜	3
滑	3
舌	3
蔓	3
奴	3
愚	3
君	3
尘	3
蝉	3
峙	3
铲	3
祉	3
颖	3
孕	3
郎	3
绸	3
夸	3
郑	3
屿	3
钦	3
弥	3
腰	3
魏	3
侧	3
蔑	3
翰	3
饰	3
斌	3
彬	3
闽	3
崛	3
拳	3
丛	3
徽	3
魅	3
赔	3
冬	3
脉	3
喻	3
抹	3
瞬	3
吊	3
贤	3
撕	3
钩	3
块	3
吓	3
誓	3
蔬	3
殷	3
庸	3
拯	3
埋	3
勉	3
渔	3
泅	3
绿	3
筋	3
瞎	3
仓	3
豆	3
绑	3
雾	3
灌	3
崩	3
笃	3
坪	3
亩	3
洗	3
崭	3
挪	3
猎	3
桃	3
浇	3
骂	3
忌	3
丸	3
陶	3
幼	3
粗	3
聘	3
娜	3
坎	3
秉	3
嚓	3
贪	3
枯	3
谱	3
曝	3
俊	3
燕	3
琴	3
寂	3
萄	3
焕	3
衣	3
净	3
澜	3
沧	3
铭	3
驰	3
贬	3
鸿	3
琼	3
摄	3
凶	3
酒	3
幌	3
堪	3
酋	3
栏	3
疲	3
赠	3
廿	3
牧	3
孩	3
枕	3
憎	3
唆	3
喝	3
孝	3
韦	3
填	3
膺	3
卷	3
阎	3
浸	3
壳	3
阮	3
沫	3
躲	3
栖	3
欠	3
挟	3
链	3
涯	2
糟	2
咎	2
卸	2
骏	2
逸	2
矢	2
稽	2
隶	2
畜	2
鸡	2
奶	2
眉	2
睫	2
酿	2
胎	2
镜	2
麟	2
邯	2
桌	2
霖	2
陋	2
冯	2
雇	2
碎	2
厢	2
淹	2
剑	2
砍	2
腿	2
噤	2
炳	2
沐	2
瞄	2
匿	2
屠	2
弯	2
男	2
寡	2
诽	2
谤	2
诬	2
澄	2
郊	2
脊	2
鲅	2
堤	2
沸	2
颠	2
腔	2
冕	2
淳	2
蹈	2
辙	2
氓	2
盗	2
魔	2
藤	2
柳	2
俑	2
垃	2
圾	2
灼	2
渲	2
燮	2
沓	2
戎	2
叉	2
扫	2
袋	2
帆	2
嘱	2
吾	2
蛇	2
昆	2
陌	2
渎	2
朽	2
谭	2
辰	2
棘	2
吵	2
捣	2
＋	2
缠	2
钥	2
匙	2
噪	2
睁	2
窗	2
隅	2
闲	2
煞	2
溃	2
弗	2
撰	2
毯	2
挤	2
冶	2
舜	2
熊	2
佑	2
辨	2
竹	2
屋	2
岩	2
藻	2
掘	2
宛	2
赃	2
榻	2
匡	2
刃	2
床	2
妨	2
翟	2
烫	2
腊	2
涅	2
坷	2
裔	2
卑	2
鄙	2
浊	2
禹	2
暨	2
柔	2
屹	2
堕	2
榜	2
歹	2
淑	2
塌	2
汲	2
竣	2
濒	2
搓	2
咱	2
虐	2
涂	2
挚	2
讹	2
骇	2
纤	2
羊	2
颜	2
湄	2
雁	2
皂	2
x	2
惶	2
楷	2
│	2
禧	2
暖	2
巷	2
池	2
涝	2
珠	2
旭	2
攀	2
亮	2
绯	2
详	2
厄	2
伽	2
溯	2
猜	2
苗	2
Ⅲ	2
寞	2
蕴	2
呆	2
庙	2
劝	2
疯	2
幽	2
畏	2
怂	2
恿	2
饶	2
岳	2
悦	2
淋	2
鞋	2
耐	2
鸟	2
唾	2
啦	2
锅	2
杼	2
噶	2
畅	2
尹	2
靳	2
恃	2
篡	2
忾	2
慕	2
贞	2
劫	2
汁	2
肖	2
畔	2
柯	2
豫	2
囊	2
渴	2
浑	2
饿	2
滴	2
枝	2
寥	2
蒸	2
忱	2
凳	2
胸	2
邱	2
灰	2
宿	2
恒	2
瓷	2
匆	2
祠	1
徙	1
俘	1
莽	1
熄	1
卧	1
舟	1
莹	1
棵	1
捧	1
摔	1
钙	1
淆	1
侯	1
叹	1
朦	1
胧	1
锲	1
塑	1
椿	1
煦	1
仑	1
佣	1
撮	1
昔	1
逝	1
铧	1
呲	1
贼	1
拱	1
轴	1
罩	1
腹	1
镀	1
铝	1
酯	1
酰	1
胺	1
嚷	1
坟	1
黩	1
冥	1
唏	1
嘘	1
肚	1
郝	1
酣	1
浴	1
膛	1
琅	1
跻	1
厥	1
谒	1
祁	1
悖	1
泼	1
溢	1
谎	1
纡	1
y	1
z	1
琉	1
璃	1
茉	1
莉	1
玲	1
尺	1
捆	1
描	1
嫁	1
懊	1
枉	1
篮	1
舶	1
唤	1
仿	1
柴	1
挨	1
伎	1
俩	1
痕	1
捏	1
扔	1
栈	1
籼	1
菱	1
漳	1
岂	1
菊	1
唁	1
荼	1
碧	1
譬	1
槌	1
紊	1
耽	1
肝	1
掖	1
墩	1
棚	1
叮	1
喀	1
扯	1
锻	1
祟	1
哨	1
帘	1
鄂	1
岐	1
蚀	1
蝗	1
茧	1
肢	1
斡	1
栽	1
浅	1
町	1
飘	1
艳	1
癫	1
旷	1
挣	1
枷	1
赁	1
飨	1
葛	1
婴	1
搭	1
扛	1
凹	1
咬	1
鳞	1
缪	1
垂	1
厮	1
汛	1
饲	1
酝	1
狗	1
貂	1
殁	1
珀	1
啊	1
羡	1
邵	1
诈	1
淇	1
惹	1
婉	1
槛	1
阂	1
盆	1
闵	1
仙	1
诣	1
呐	1
爬	1
芋	1
脏	1
夷	1
陛	1
矩	1
敲	1
埠	1
朵	1
僇	1
蜕	1
斜	1
璐	1
骥	1
莆	1
甫	1
铐	1
镣	1
迂	1
碱	1
臂	1
筒	1
账	1
聆	1
铿	1
锵	1
苍	1
穹	1
荫	1
霄	1
吼	1
殴	1
哗	1
宠	1
饼	1
鲫	1
醴	1
甸	1
耿	1
飚	1
萍	1
斩	1
腕	1
卲	1
伋	1
弦	1
韵	1
钜	1
摒	1
窠	1
臼	1
筑	1
辣	1
液	1
蜜	1
缎	1
潢	1
迸	1
芒	1
眷	1
衔	1
刁	1
孀	1
缆	1
泌	1
侈	1
陲	1
撇	1
剖	1
纭	1
鞭	1
孟	1
铤	1
诡	1
礽	1
旌	1
墟	1
晴	1
厘	1
攘	1
蛛	1
恼	1
挺	1
咐	1
滕	1
骋	1
跺	1
鼎	1
赌	1
璧	1
挈	1
慌	1
摘	1
嘹	1
u	1
汕	1
掠	1
斧	1
斥	1
睿	1
惫	1
荆	1
孔	1
罔	1
坑	1
雕	1
虫	1
勋	1
茅	1
毓	1
砫	1
澎	1
丘	1
③	1
毙	1
赂	1
炙	1
慷	1
毋	1
陜	1
亭	1
瘫	1
痪	1
瘦	1
喷	1
恍	1
惚	1
萎	1
靡	1
躺	1
揪	1
捐	1
拙	1
茬	1
棣	1
睬	1
蛊	1
韪	1
渥	1
梳	1
襄	1
髓	1
诩	1
肿	1
阪	1
弓	1
骆	1
驼	1
杆	1
庇	1
鳌	1
肺	1
廖	1
讳	1
儆	1
箴	1
匮	1
箕	1
绘	1
插	1
薪	1
锡	1
甩	1
彝	1
秒	1
闷	1
渣	1
垫	1
溉	1
鹿	1
砂	1
儒	1
酶	1
猪	1
蹄	1
孱	1
轧	1
掣	1
肘	1
坠	1
拗	1
谜	1
株	1
铜	1
遐	1
迩	1
嗣	1
臆	1
曦	1
嘎	1
丕	1
喇	1
沼	1
疙	1
瘩	1
钊	1
瞪	1
炉	1
骸	1
窥	1
凛	1
萱	1
媳	1
罄	1
钓	1
亵	1
恙	1
绞	1
遽	1
湿	1
巾	1
洒	1
闯	1
邸	1
窃	1
臭	1
骑	1
曜	1
玖	1
诫	1
菁	1
蓉	1
芹	1
沾	1
魁	1
`	1
椭	1
砒	1
谅	1
龃	1
龉	1
暧	1
侮	1
殆	1
帐	1
簿	1
坤	1
颊	1
尧	1
魄	1
钉	1
妮	1
邰	1
芳	1
嘲	1
躁	1
吏	1
滚	1
垢	1
醉	1
聊	1
乞	1
丐	1
廓	1
滤	1
缚	1
沛	1
殿	1
禅	1
蹂	1
躏	1
勿	1
恭	1
奈	1
辍	1
槽	1
戍	1
宰	1
祭	1
祀	1
璞	1
淀	1
◆	1
葆	1
趟	1
■	1
④	1
凿	1
翌	1
娃	1
粕	1
咀	1
嚼	1
帷	1
溪	1
翠	1
墅	1
仆	1
盹	1
跪	1
忏	1
紫	1
靶	1
滏	1
奸	1
襟	1
熬	1
叠	1
葱	1
菇	1
蔺	1
仲	1
苛	1
舒	1
礁	1
狭	1
隘	1
拾	1
苹	1
铋	1
鹤	1
稞	1
萝	1
稀	1
偃	1
瘤	1
阜	1
倦	1
藩	1
朔	1
碌	1
歇	1
谦	1
惧	1
删	1
搏	1
捎	1
梯	1
娇	1
暑	1
剔	1
奎	1
炬	1
Ⅱ	1
尴	1
尬	1
砸	1
狡	1
猾	1
耍	1
摊	1
呀	1
拢	1
葬	1
瑾	1
瑛	1
噬	1
凑	1
